,NM_UE,NM_PARTIDO,DS_CARGO,DS_NACIONALIDADE,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,ST_REELEICAO
77220,PIRACICABA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,53,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR,395975,N
77292,CAJOBI,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,123077,N
77364,RIO DAS PEDRAS,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
77384,DOURADO,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
77417,DIRCE REIS,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,123077,N
77447,ITU,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,59,FEMININO,SUPERIOR COMPLETO,BRANCA,PEDAGOGO,555246,N
77450,SÃO JOSÉ DOS CAMPOS,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,1845489,N
77496,PRESIDENTE ALVES,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,48,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,VEREADOR,123077,N
77532,CACHOEIRA PAULISTA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,69,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,232443,N
77581,BARIRI,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
77600,BARIRI,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
77607,PIRACICABA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,395975,N
77676,IEPÊ,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,S
77765,FERRAZ DE VASCONCELOS,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS,351785,N
77799,NOVA ODESSA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,PARDA,PROFESSOR DE ENSINO MÉDIO,260745,N
77861,ATIBAIA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,603050,N
77875,REGENTE FEIJÓ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
78006,JANDIRA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,305821,S
78009,IBATÉ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,445994,N
78013,SÃO VICENTE,PODEMOS,PREFEITO,BRASILEIRA NATA,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,1619685,N
78020,LENÇÓIS PAULISTA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,239251,N
78027,ANGATUBA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,177679,N
78059,GUAÍRA,PARTIDO DA MOBILIZAÇÃO NACIONAL,PREFEITO,BRASILEIRA NATA,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,COMERCIANTE,202181,N
78075,MONTE APRAZÍVEL,CIDADANIA,PREFEITO,BRASILEIRA NATA,49,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
78087,SÃO JOSÉ DO RIO PRETO,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,2722690,N
78100,SANTANA DA PONTE PENSA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
78146,APIAÍ,CIDADANIA,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
78152,LOUVEIRA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,73,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
78160,SUMARÉ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO,1495729,N
78191,SANTA FÉ DO SUL,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,335731,N
78211,AGUDOS,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,28,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,COMERCIANTE,123077,N
78226,VOTORANTIM,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS,308209,N
78238,NOVA LUZITÂNIA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
78251,SOCORRO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,70,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
78288,ITAPORANGA,AVANTE,PREFEITO,BRASILEIRA NATA,40,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,OUTROS,123077,N
78310,SERTÃOZINHO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,1176858,N
78354,TAQUARITINGA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,60,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
78388,OCAUÇU,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,58,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,OUTROS,123077,N
78423,RIBEIRÃO PIRES,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,58,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,1019523,N
78442,MAUÁ,PARTIDO DA MOBILIZAÇÃO NACIONAL,PREFEITO,BRASILEIRA NATA,46,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,1838557,N
78451,PIQUETE,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,58,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
78546,PARAIBUNA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,42,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,TÉCNICO DE MECÂNICA,123077,N
78646,ARAMINA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,50,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
78654,GUARUJÁ,DEMOCRACIA CRISTÃ,PREFEITO,BRASILEIRA NATA,31,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,1482035,N
78674,VOTORANTIM,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,37,FEMININO,SUPERIOR COMPLETO,BRANCA,ARQUITETO,308209,N
78705,RIBEIRÃO GRANDE,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,40,FEMININO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
78717,ILHABELA,PARTIDO SOCIAL CRISTÃO,PREFEITO,BRASILEIRA NATA,86,MASCULINO,SUPERIOR COMPLETO,PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),310914,N
78744,JERIQUARA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
78753,OLÍMPIA,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,190802,N
78755,ÁLVARES FLORENCE,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,PRETA,OUTROS,123077,N
78764,POÁ,PATRIOTA,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,123077,N
78795,VERA CRUZ,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
78799,ILHA COMPRIDA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,58,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,409373,N
78815,GARÇA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,52,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
78918,CAPIVARI,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,416136,N
78935,CAIUÁ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,60,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO CIVIL APOSENTADO,123077,N
79017,MONTE CASTELO,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
79036,SALES OLIVEIRA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,123077,S
79066,CONCHAS,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,68,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,"PADEIRO, CONFEITEIRO E ASSEMELHADOS",123077,N
79069,PARAIBUNA,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,123077,N
79154,GUARIBA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
79172,BERTIOGA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,42,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,764828,N
79174,ITAÍ,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO,123077,N
79187,ÁGUAS DA PRATA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
79193,BARBOSA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,58,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",123077,N
79213,TAUBATÉ,PARTIDO SOCIAL CRISTÃO,PREFEITO,BRASILEIRA NATA,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,1149422,N
79232,CAPIVARI,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,PARDA,COMERCIÁRIO,416136,N
79239,SAGRES,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PREFEITO,123077,S
79287,CAJAMAR,REDE SUSTENTABILIDADE,PREFEITO,BRASILEIRA NATA,42,FEMININO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,613920,N
79370,NOVA GRANADA,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,164842,N
79447,ARUJÁ,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,59,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR,715162,N
79467,OURINHOS,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,340618,N
79468,TABOÃO DA SERRA,PARTIDO DA MOBILIZAÇÃO NACIONAL,PREFEITO,BRASILEIRA NATA,39,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO,1451252,N
79484,ITÁPOLIS,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,160073,N
79496,SÃO FRANCISCO,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,69,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
79510,CLEMENTINA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
79541,BOTUCATU,PARTIDO DA CAUSA OPERÁRIA,PREFEITO,BRASILEIRA NATA,30,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS,706171,N
79559,PRESIDENTE PRUDENTE,PARTIDO DEMOCRÁTICO TRABALHISTA,PREFEITO,BRASILEIRA NATA,33,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,1026109,N
79574,PINDAMONHANGABA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,367034,N
79580,TAQUARIVAÍ,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,64,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),252607,N
79724,BENTO DE ABREU,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
79741,BARRINHA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
79754,CAJATI,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,210361,N
79769,SÃO JOÃO DA BOA VISTA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,123077,N
79799,SANTA GERTRUDES,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,178226,N
79869,PORTO FELIZ,REDE SUSTENTABILIDADE,PREFEITO,BRASILEIRA NATA,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,264370,N
80023,SÃO CARLOS,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,1444432,N
80030,MONTE MOR,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,45,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,OUTROS,123077,N
80051,SANTA ROSA DE VITERBO,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
80064,UBATUBA,AVANTE,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL,552914,N
80101,IARAS,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,123077,N
80120,CATIGUÁ,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
80127,MARIÁPOLIS,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,OUTROS,123077,N
80145,CAIUÁ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,52,FEMININO,SUPERIOR COMPLETO,PARDA,PREFEITO,123077,N
80146,COLÔMBIA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,51,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,123077,N
80159,LAVRINHAS,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
80213,REGISTRO,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,59,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,335027,N
80331,OSCAR BRESSANE,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
80361,TARABAI,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PECUARISTA,123077,N
80386,ITAPECERICA DA SERRA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,542352,N
80401,PINHALZINHO,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,75,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
80438,ILHA COMPRIDA,CIDADANIA,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR INCOMPLETO,PARDA,VEREADOR,409373,N
80451,POLONI,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
80490,SERRANA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS,226686,N
80542,SEVERÍNIA,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,PARDA,ENGENHEIRO,123077,N
80587,SÃO JOSÉ DO RIO PRETO,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,50,FEMININO,SUPERIOR COMPLETO,PRETA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),2722690,N
80650,TIETÊ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,179619,N
80691,BARRA BONITA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,123077,N
80728,PARANAPUÃ,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,57,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,PREFEITO,123077,S
80783,SÃO MIGUEL ARCANJO,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
80793,URUPÊS,PODEMOS,PREFEITO,BRASILEIRA NATA,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,CANTOR E COMPOSITOR,123077,N
80828,SÃO SEBASTIÃO DA GRAMA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
80840,IGARAPAVA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,27,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,337429,N
80850,NOVA ODESSA,AVANTE,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR,260745,N
80879,SÃO JOÃO DA BOA VISTA,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,62,FEMININO,SUPERIOR COMPLETO,BRANCA,COMERCIANTE,123077,N
80953,ILHABELA,PODEMOS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,310914,N
80967,PEDREIRA,PODEMOS,PREFEITO,BRASILEIRA NATA,43,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,AGENTE DE SAÚDE E SANITARISTA,123077,N
80971,MARIÁPOLIS,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,41,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,VEREADOR,123077,N
80985,IPERÓ,PARTIDO SOCIAL CRISTÃO,PREFEITO,BRASILEIRA NATA,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS,155892,N
81058,INDAIATUBA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,650272,N
81153,INDAIATUBA,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,33,MASCULINO,SUPERIOR COMPLETO,PARDA,ECONOMISTA,650272,N
81171,ITAOCA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,123077,S
81176,EMBU-GUAÇU,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,338805,N
81276,ARAMINA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,REPRESENTANTE COMERCIAL,123077,N
81311,NOVAIS,PODEMOS,PREFEITO,BRASILEIRA NATA,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,123077,N
81338,JAÚ,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,784852,N
81362,PARAGUAÇU PAULISTA,PODEMOS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL,123077,N
81371,TAIAÇU,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,AGRICULTOR,123077,N
81410,JUQUITIBA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,38,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,853328,N
81434,LUÍS ANTÔNIO,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
81576,JUNDIAÍ,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,29,FEMININO,SUPERIOR COMPLETO,PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,2861007,N
81609,BARIRI,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,40,FEMININO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO,123077,N
81614,CATANDUVA,CIDADANIA,PREFEITO,BRASILEIRA NATA,66,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1213625,N
81636,POMPÉIA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),328869,N
81678,POMPÉIA,PARTIDO SOCIAL CRISTÃO,PREFEITO,BRASILEIRA NATA,59,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,PECUARISTA,328869,N
81695,URÂNIA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
81771,AURIFLAMA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,62,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
81772,INÚBIA PAULISTA,PARTIDO SOCIAL CRISTÃO,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,GERENTE,123077,N
81796,JUNDIAÍ,PARTIDO REPUBLICANO DA ORDEM SOCIAL,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR INCOMPLETO,PARDA,EMPRESÁRIO,2861007,N
81815,PRESIDENTE PRUDENTE,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,30,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1026109,N
81850,MACATUBA,PODEMOS,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,PARDA,RELAÇÕES-PÚBLICAS,123077,N
